V1,V2,V3,V4,V5,V6,V7,V8,Class
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(0.675-inf)\'','\'(0.515-0.655]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.655-inf)\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.15-0.215]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.15-0.215]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.15-0.215]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.15-0.215]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.675-inf)\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.435-0.475]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.15-0.215]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.675-inf)\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(0.675-inf)\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.15-0.215]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.15-0.215]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.675-inf)\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.675-inf)\'','\'(0.515-0.655]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
